"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Valdez, Framber",664285,2024,703,24,7.8,".272",".287",26,5.3,45,"80.000726364","94.620557662",27.2,44.9
"Glasnow, Tyler",607192,2024,522,32.2,6.7,".258",".254",32.5,8.5,40.1,"78.136298153","94.139426422",30.9,48.4
"Corbin, Patrick",571578,2024,764,18.2,7.1,".357",".357",37.3,8.3,46.7,"79.877843129","95.30570991",22.4,48.2
"Estes, Joey",683155,2024,543,16.9,5,".333",".324",37.2,9.7,39.6,"79.114875902","94.154264829",19.2,55.5
"Nelson, Ryne",669194,2024,630,20,5.4,".322",".315",34.5,7.5,41.6,"79.83287319","94.487586272",18.2,51.8
"Mikolas, Miles",571945,2024,720,16.9,3.5,".339",".331",38.1,8.1,42.3,"77.511449435","94.25374515",16.4,49.8
"Fedde, Erick",607200,2024,726,21.2,7.2,".293",".306",32.4,7.6,37.7,"77.502500545","93.941632164",21.6,45.5
"Gausman, Kevin",592332,2024,756,21.4,7.4,".300",".333",35.5,9.7,42.4,"79.496181832","94.740771683",23.4,49.9
"Gil, Luis",661563,2024,637,26.8,12.1,".288",".302",33.7,9.5,37.4,"78.931048895","94.034939077",29,45.5
"Lugo, Seth",607625,2024,836,21.7,5.7,".278",".300",32.8,8,39,"77.299278949","93.994017356",22.5,46.7
"Brown, Hunter",686613,2024,712,25.1,8.4,".296",".283",28,4.5,30.3,"74.687517768","92.855098176",25.1,46.3
"Sánchez, Cristopher",650911,2024,754,20.3,5.8,".290",".293",30.2,5.4,34.5,"75.18960646","93.870693047",24.3,51.6
"Imanaga, Shota",684007,2024,694,25.1,4,".279",".286",36,8.6,39.3,"77.586230864","93.931424733",28.3,55.7
"Assad, Javier",665871,2024,638,19.4,9.9,".330",".341",36,8.8,39.8,"78.304060092","94.272452936",17.9,42.5
"Lynn, Lance",458681,2024,511,21.3,8.6,".314",".340",37,10.5,39.3,"77.577234686","94.259379457",24.1,48.4
"Cease, Dylan",656302,2024,762,29.4,8.5,".266",".283",32.4,8.5,38.6,"78.282702241","94.084709267",32.4,48.2
"Pfaadt, Brandon",694297,2024,760,24.3,5.5,".312",".301",33,8.1,39.4,"78.684914866","94.224942476",25.4,49.3
"Wheeler, Zack",554430,2024,787,28.5,6.6,".256",".261",32.6,8.3,33.6,"74.93491968","93.046728036",27.5,51.2
"Gore, MacKenzie",669022,2024,731,24.8,8.9,".324",".316",36.2,6.8,38.1,"76.776975684","93.73951438",28.6,50.4
"Singer, Brady",663903,2024,762,22.3,7.1,".316",".331",35.6,8,41.7,"77.275001577","94.431135896",25.1,44.7
"Wacha, Michael",608379,2024,685,21.2,6.6,".300",".311",32.7,8.2,32.5,"75.614261583","93.109005646",23.3,48.5
"López, Reynaldo",625643,2024,543,27.3,7.7,".271",".307",37.3,8.8,42.2,"79.439650977","94.317767471",27.5,49
"Bibee, Tanner",676440,2024,710,26.3,6.2,".299",".301",37.4,7,36.9,"77.504108675","93.719329103",26.9,51
"Lively, Ben",594902,2024,632,18.7,7.8,".315",".309",30.7,6.5,41.5,"80.455663231","94.191914792",18.6,46.6
"Berríos, José",621244,2024,786,19.5,6.9,".308",".334",36.3,7.8,41.8,"79.087839143","94.188449928",21.1,46.7
"Pallante, Andre",669467,2024,509,18.5,9.4,".293",".289",24.4,3.3,38.1,"75.339766989","93.795724801",19.8,46.4
"Severino, Luis",622663,2024,761,21.2,7.9,".308",".305",30.4,5.7,35.6,"75.272418577","93.515669191",22,50.6
"Montgomery, Jordan",656756,2024,532,15.6,8.3,".370",".347",36.6,6,41,"77.212722234","94.218289135",26.9,49.6
"Kirby, George",669923,2024,778,23,3,".287",".288",30.5,8.1,36.3,"78.774593274","93.753520357",24.1,53.4
"Ragans, Cole",666142,2024,762,29.3,8.8,".277",".283",31.8,6.2,35.4,"77.675891223","93.553010853",32,48.9
"Montas, Frankie",593423,2024,655,22.6,10.1,".325",".333",36.2,9.2,43.1,"77.762357972","94.576313396",24.9,48.7
"Heaney, Andrew",571760,2024,693,22.9,5.9,".312",".325",37.4,8.3,40.1,"78.990582236","94.388347616",26.3,50.3
"Pivetta, Nick",601713,2024,595,28.9,6.1,".306",".291",38.9,10.1,38.9,"79.225758698","93.96201671",25.6,50.3
"Burnes, Corbin",669203,2024,784,23.1,6.1,".273",".284",26.8,6.7,31.6,"76.693803832","93.206229159",28.6,48.8
"Canning, Griffin",656288,2024,739,17.6,8.9,".341",".334",32.4,8.6,41.9,"80.443886517","94.700505891",24.5,48.4
"Quantrill, Cal",615698,2024,656,16.8,10.5,".358",".351",37.1,7.3,41.2,"77.92321026","94.354738243",21.6,45.7
"Waldron, Matt",663362,2024,625,21.3,6.4,".323",".313",33.9,7,35,"77.177450505","93.585477592",20.8,45.3
"Ortiz, Luis",682847,2024,556,19.2,7.6,".287",".320",34.9,8.8,37.7,"78.240775528","94.10121864",21,48.1
"Taillon, Jameson",592791,2024,675,18.5,4.9,".289",".311",32.2,7.2,38.8,"79.650003386","94.067909961",19.5,48.2
"Bradley, Taj",671737,2024,578,26.6,8.1,".308",".315",34.9,10.2,42.9,"81.556942554","94.766375924",27.4,50.7
"Martinez, Nick",607259,2024,570,20.4,3.2,".279",".278",34,5.1,30.5,"74.850496934","92.978959505",23.1,51.1
"Webb, Logan",657277,2024,841,20.5,5.9,".288",".320",32.1,7,46.2,"77.927662825","95.233452829",20.8,46.2
"Castillo, Luis",622491,2024,719,24.3,6.5,".305",".306",37,8.5,41.9,"78.938131564","94.546516728",25.9,50.6
"Lorenzen, Michael",547179,2024,535,18.1,11,".303",".329",32.2,8,39.4,"76.902993817","94.185249946",22.8,44.7
"Eflin, Zach",621107,2024,684,19.6,3.5,".297",".297",30,7.5,36.1,"76.388751434","94.040596667",21.6,50
"Spence, Mitch",687765,2024,651,19.4,6.8,".340",".314",30.9,8.4,41.7,"78.960464768","94.185021142",22.5,50.6
"Flaherty, Jack",656427,2024,649,29.9,5.9,".288",".292",36.1,7.7,35.9,"77.445862362","93.776478992",32.1,46.2
"Stroman, Marcus",573186,2024,675,16.7,8.9,".341",".340",35.5,6.7,40.2,"78.437503663","94.344487814",20.4,43.9
"Gomber, Austin",596295,2024,696,16.7,5.5,".339",".344",37.7,9.6,41.2,"80.036265299","94.432492071",19.9,48.3
"Arrighetti, Spencer",681293,2024,632,27.1,10.3,".332",".311",38.3,7.7,39.8,"77.934348615","94.124621851",27.7,47.2
"Eovaldi, Nathan",543135,2024,696,23.9,6,".291",".306",33.5,7.7,42.6,"77.906442017","94.485768718",26.8,52.2
"Woods Richardson, Simeon",680573,2024,569,20.6,8.4,".305",".311",35.7,8.2,36.2,"78.06318392","93.54377801",22.3,49.8
"Nola, Aaron",605400,2024,820,24,6.1,".310",".299",35.4,7.2,38.2,"77.265343569","94.038174053",25.2,48.6
"Skenes, Paul",694973,2024,514,33.1,6.2,".247",".248",27.8,5.2,36.3,"76.618528618","93.629853102",28.7,49.8
"Crawford, Kutter",676710,2024,759,23.1,6.7,".304",".304",33.4,9.9,36.3,"77.710617066","93.646279363",25.3,52
"Pérez, Martín",527048,2024,590,18.1,8.3,".351",".353",34.3,8.6,41.5,"76.89241338","94.749829061",21,46
"Peterson, David",656849,2024,510,19.8,9,".299",".329",35.7,7.3,42.7,"78.331204972","94.426613853",25.6,47.8
"López, Pablo",641154,2024,772,25.6,5.3,".306",".297",35.9,8.2,37.5,"76.717040308","93.587928673",27,51.8
"Kremer, Dean",665152,2024,553,22.2,9.2,".294",".326",31.1,9.8,35.4,"75.880741892","93.507892033",23.3,46.2
